fechamedida	valorobservado
2020-05-10	74.30746055059691
2020-05-11	78.10407790626903
2020-05-12	80.46140854585374
2020-05-13	82.62437068804773
2020-05-14	76.02035546757327
2020-05-15	78.13001079093561
2020-05-16	75.05564142194746
2020-05-17	78.38983251698531
2020-05-18	77.70270489805864
2020-05-19	82.56312216252239
2020-05-20	74.62833741518449
2020-05-21	73.93950570342206
2020-05-22	76.38095600258585
2020-05-23	73.29380443464039
2020-05-24	75.60274859144207
2020-05-25	74.81828964989478
2020-05-26	76.84105259029766
2020-05-27	80.10416582324602
2020-05-28	82.46726600137646
2020-05-29	81.4546216633576
2020-05-30	87.04541062801933
2020-05-31	82.68558476881233
2020-06-01	83.93872659853487
2020-06-02	80.33899110304915
2020-06-03	86.95506326045857
2020-06-04	77.78737655646201
2020-06-05	78.59542399064757
2020-06-06	81.65093420327925
2020-06-07	74.99374818863082
2020-06-08	75.03882836675004
2020-06-09	74.75699128146077
2020-06-10	79.75645578499714
2020-06-11	81.04575669276998
2020-06-12	82.86825447424746
2020-06-13	78.69521421285278
2020-06-14	81.60239361702128
2020-06-15	78.43835616438356
2020-06-16	76.53092718303327
2020-06-17	85.28803770272144
2020-06-18	79.64613774152745
2020-06-19	78.95895951296352
2020-06-20	80.695244474213
2020-06-21	76.51566852367688
2020-06-22	77.57675943981563
2020-06-23	76.40400138876834
2020-06-24	72.70010960290026
2020-06-25	75.6775820689094
2020-06-26	80.16131062258768
2020-06-27	77.33498278829605
2020-06-28	83.59109090909091
2020-06-29	77.44235890387424
2020-06-30	75.01636363636364
2020-07-01	80.40444781174793
2020-07-02	81.06493446557135
2020-07-03	79.99964625248728
2020-07-04	83.49185715687236
2020-07-05	81.10894408764639
2020-07-06	80.50108359846912
2020-07-07	80.37958091018186
2020-07-08	78.11152469577667
2020-07-09	76.1420024475366
2020-07-10	78.89217815200531
2020-07-11	81.44310320148863
2020-07-12	80.60437670218357
2020-07-13	76.75649813681741
2020-07-14	74.58171091445428
2020-07-15	74.42426370539437
2020-07-16	73.45494495931776
2020-07-17	72.39024707976898
2020-07-18	71.48091109097969
2020-07-19	73.40366972477064
2020-07-20	76.44821702034565
2020-07-21	77.49620057332666
2020-07-22	80.17276497695852
2020-07-23	82.02900799247767
2020-07-24	83.73820889822417
2020-07-25	84.67467933491686
2020-07-26	76.72483371278068
2020-07-27	77.40070267896355
2020-07-28	76.07528620117102
2020-07-29	76.80921867657739
2020-07-30	78.3436876723955
2020-07-31	73.45876642900095
2020-08-01	66.12720181177654
2020-08-02	63.93275478975391
2020-08-03	68.4757220594391
2020-08-04	69.4803648023987
2020-08-05	72.63387251029148
2020-08-06	73.91144618460513
2020-08-07	74.08967980609772
2020-08-08	71.1875
2020-08-09	70.80637813211845
2020-08-10	71.97995897786514
2020-08-11	73.2714168572785
2020-08-12	75.36364447617348
2020-08-13	79.26795605612999
2020-08-14	79.3141560125996
2020-08-15	79.5523134639433
2020-08-16	78.19177215189873
2020-08-17	81.865845602114
2020-08-18	79.31449242595524
2020-08-19	84.15550082927075
2020-08-20	80.65950699149488
2020-08-21	80.25069137168141
2020-08-22	78.75346740638003
2020-08-23	79.1424264178033
2020-08-24	75.47825488576933
2020-08-25	78.34677941040569
2020-08-26	80.2736375574524
2020-08-27	77.98920178860241
2020-08-28	74.35392371543514
2020-08-29	78.33341442055074
2020-08-30	79.82642022024936
2020-08-31	74.50458674542445
2020-09-01	75.75407082536276
2020-09-02	78.9861786293013
2020-09-03	75.10417042787506
2020-09-04	79.40513544608305
2020-09-05	71.39318389752974
2020-09-06	73.91550898487506
2020-09-07	74.36638766728142
2020-09-08	81.42232209737827
2020-09-09	75.77067894131186
2020-09-10	73.35777337416681
2020-09-11	73.14948056072222
2020-09-12	75.09343503132662
2020-09-13	73.94733333333333
2020-09-14	69.38579176669334
2020-09-15	73.19721266806629
2020-09-16	77.6234743116662
2020-09-17	80.39523505637098
2020-09-18	81.7977340694732
2020-09-19	79.30313182811362
2020-09-20	78.31383027734267
2020-09-21	75.78011631127112
2020-09-22	69.46342129208371
2020-09-23	77.7997310437571
2020-09-24	78.34175200297129
2020-09-25	71.12297975106817
2020-09-26	76.14387559808613
2020-09-27	78.16677162649567
2020-09-28	73.9126245534875
2020-09-29	76.15106190450844
2020-09-30	79.579089357485
2020-10-01	72.57876312718787
2020-10-02	73.87024895477005
2020-10-03	76.97817629756143
2020-10-04	80.83634431455899
2020-10-05	75.73434403487911
2020-10-06	73.91189321553752
2020-10-07	77.24098546346988
2020-10-08	75.34563856835517
2020-10-09	72.66263317745745
2020-10-10	69.50700566020228
2020-10-11	69.30118155487104
2020-10-12	71.50895611732744
2020-10-13	76.29287005815374
2020-10-14	74.52338180781294
2020-10-15	75.98613425055086
2020-10-16	75.47491217007477
2020-10-17	73.00553721648387
2020-10-18	74.43565338986873
2020-10-19	79.55550481988838
2020-10-20	73.4335053110774
2020-10-21	77.95412614057956
2020-10-22	78.77102593010146
2020-10-23	75.68736414327569
2020-10-24	79.2775972324143
2020-10-25	77.24977196716327
2020-10-26	77.3794497977932
2020-10-27	78.98258045467966
2020-10-28	79.04027149321267
2020-10-29	74.64409492657805
2020-10-30	79.81877171469446
2020-10-31	83.37084180126217
2020-11-01	80.51766569844204
2020-11-02	75.94972067039106
2020-11-03	76.03146965590113
2020-11-04	76.75449397806939
2020-11-05	80.62481117824774
2020-11-06	81.02437619961613
2020-11-07	76.95940371273204
2020-11-08	76.516484513174
2020-11-09	80.0397489539749
2020-11-10	81.53931107020773
2020-11-11	83.6114831022302
2020-11-13	81.69766115231033
2020-11-14	80.86736993035642
2020-11-15	79.0095580627679
2020-11-16	81.80590272549316
2020-11-17	83.66734174585865
2020-11-18	83.00249837062785
2020-11-19	82.78208827615688
2020-11-20	82.86660738105824
2020-11-21	78.05912432086929
2020-11-22	77.07541954590326
2020-11-23	79.15549062576089
2020-11-24	78.89481900673236
2020-11-25	79.68017459451416
2020-11-26	80.83333333333333
2020-11-27	84.5401729859109
2020-11-28	82.56674255839447
2020-11-29	78.34045993532159
2020-11-30	80.05141009178675
2020-12-01	81.70411911642259
2020-12-02	83.34049047468687
2020-12-03	80.16548479955065
2020-12-04	76.39634658454648
2020-12-05	79.45540891821636
2020-12-06	77.65606715848385
2020-12-07	77.79761261747866
2020-12-08	80.45957422715435
2020-12-09	80.78626538987687
2020-12-10	77.46441232615217
2020-12-11	77.94691014031247
2020-12-12	77.13297157126392
2020-12-13	74.77669208770257
2020-12-14	75.19730878848759
2020-12-15	79.61477426806609
2020-12-16	77.365695952616
2020-12-17	79.17258048921977
2020-12-18	79.53835404501672
2020-12-19	79.38753631900612
2020-12-20	80.26306514953177
2020-12-21	77.09371158857368
2020-12-22	79.53357129075825
2020-12-23	79.13521034539204
2020-12-24	79.9778305621536
2020-12-25	82.24768439108061
2020-12-26	83.79485776805252
2020-12-27	81.35844600578615
2020-12-28	79.20425531914894
2020-12-29	79.73465334968752
2020-12-30	78.6410045286126
2020-12-31	79.88118639139284
2021-01-01	80.66324958123953
2021-01-02	79.7487644151565
2021-01-03	83.13733749727649
2021-01-04	87.47629127857748
2021-01-09	79.41113847620561
2021-01-10	81.37194534217838
2021-01-11	82.28393041158999
2021-01-12	76.45431559590851
2021-01-13	75.41696682974033
2021-01-14	78.2632606354335
2021-01-15	78.27650102274094
2021-01-16	75.59312828721701
2021-01-17	75.93593986649465
2021-01-18	76.52944117320298
2021-01-19	73.91164968328285
2021-01-20	73.10696841419733
2021-01-21	74.75454644451705
2021-01-22	77.32941044608832
2021-01-23	81.91364705882353
2021-01-24	78.401882188916
2021-01-25	78.34332471038128
2021-01-26	78.26799226732946
2021-01-27	74.09947445413664
2021-01-28	75.87689033269855
2021-01-29	73.1379541269044
2021-01-30	70.03112328767124
2021-01-31	68.9135870564442
2021-02-01	72.34748829289059
2021-02-02	75.04090832253338
2021-02-03	74.1549177576368
2021-02-04	72.8829200334355
2021-02-05	77.09412164458035
2021-02-06	79.27925330095614
2021-02-07	72.68666551066413
2021-02-08	75.7885841639324
2021-02-09	79.60920999866327
2021-02-10	79.59892817543427
2021-02-11	75.19831504267819
2021-02-12	82.20327964860908
2021-02-13	79.973561866353
2021-02-14	80.04903559579374
2021-02-15	82.4672346385015
2021-02-16	77.29843595109594
2021-02-17	80.45241123476417
2021-02-18	82.89193294000818
2021-02-19	82.41849294506154
2021-02-20	81.3233525018177
2021-02-21	82.46904279564447
2021-02-22	82.41913528229728
2021-02-23	80.7398337785693
2021-02-24	77.47103186494856
2021-02-25	77.28897629750715
2021-02-26	79.27748866879301
2021-02-27	81.5621342298593
2021-02-28	83.05197339887235
2021-03-01	83.59252680327349
2021-03-02	79.91786036907988
2021-03-03	78.9639947587307
2021-03-04	80.962806168733
2021-03-05	80.23367033402715
2021-03-06	79.30545509342977
2021-03-07	80.5951622342155
2021-03-08	76.95810129939008
2021-03-09	75.4473246925889
2021-03-10	84.36683388110477
2021-03-11	85.21991926251732
2021-03-12	86.66251358809265
2021-03-13	82.01534375922101
2021-03-14	78.29362390655812
2021-03-15	84.2351793400287
2021-03-16	82.07418105429002
2021-03-17	84.69961228383285
2021-03-18	84.6535309124464
2021-03-19	80.15606155125806
2021-03-20	81.63802124623435
2021-03-21	77.39641791044777
2021-03-22	85.7967715231788
2021-03-23	79.52162327208127
2021-03-24	85.65255835121253
2021-03-25	78.91385220284303
2021-03-26	81.9567062362357
2021-03-27	81.25316110747765
2021-03-28	80.5995224658129
2021-03-29	79.17916410571604
2021-03-30	79.79592936246632
2021-03-31	76.2651092909417
2021-04-01	81.50674638869782
2021-04-02	79.21199767035527
2021-04-03	80.80358001602993
2021-04-04	81.06363163371488
2021-04-05	81.50356574527024
2021-04-06	83.16696310746457
2021-04-07	82.4232602478551
2021-04-08	77.61158387756448
2021-04-09	86.10434682347515
2021-04-10	79.28334714167357
2021-04-11	77.83176029962547
2021-04-12	83.02413456850317
2021-04-13	72.21445550915516
2021-04-14	78.5010099936211
2021-04-15	78.64302401038287
2021-04-16	77.25172811059907
2021-04-17	79.34431018457045
2021-04-18	79.29825327510918
2021-04-19	75.5628092881614
2021-04-20	72.12548294977323
2021-04-21	73.26608794112097
2021-04-22	72.8292296869504
2021-04-23	77.46473395792823
2021-04-24	77.49023059320542
2021-04-25	78.59358910479986
2021-04-26	80.20639032815198
2021-04-27	84.57852593266605
2021-04-28	80.88856175474753
2021-04-29	81.64672113049238
2021-04-30	79.59918032786885
2021-05-01	77.85968891769281
2021-05-02	76.88815789473684
2021-05-03	81.010756302521
2021-05-04	75.32725023198267
2021-05-05	76.23340177960301
2021-05-06	76.67985249748575
2021-05-07	75.99129930394432
2021-05-08	76.6000570939195
2021-05-09	76.74463339838304
2021-05-10	75.93748046264457
2021-05-11	78.1716563863397
2021-05-12	75.64094070884398
2021-05-13	75.85641533455934
2021-05-14	76.74592653962993
2021-05-15	81.83562736884102
2021-05-16	80.64162639209918
2021-05-17	83.9365528243057
2021-05-18	81.55196743554953
2021-05-19	80.73125327739906
2021-05-20	75.17446270543616
2021-05-21	74.17358747447243
2021-05-22	75.71874464071342
2021-05-23	79.69338203695746
2021-05-24	79.63149216817807
2021-05-25	78.00976892729663
2021-05-26	75.52050997782705
2021-05-27	81.07144266824551
2021-05-28	80.17043082178782
2021-05-29	83.72708795269772
2021-05-30	80.6595053258711
2021-05-31	80.8387155628535
2021-06-01	79.79435632607894
2021-06-02	79.99553488372094
2021-06-03	79.80422894640904
2021-06-04	80.66055555555556
2021-06-05	78.43933284457478
2021-06-06	82.08969607116383
2021-06-07	81.05141811527905
2021-06-08	83.60348943985308
2021-06-09	83.07717934480844
2021-06-10	82.00718894009216
2021-06-11	80.52367941712204
2021-06-12	81.27965944845457
2021-06-13	82.46534101468129
2021-06-14	82.36273792093704
2021-06-15	82.71277617675312
2021-06-16	77.50312311102157
2021-06-17	77.53120094191523
2021-06-18	76.04812942366026
2021-06-19	75.77706623974385
2021-06-20	78.50862944162436
2021-06-21	73.90067945643486
2021-06-22	76.77881930594336
2021-06-23	76.49351167897784
2021-06-24	76.6732092270336
2021-06-25	79.20843570843572
2021-06-26	78.07052588666939
2021-06-27	76.74960063897764
2021-06-28	75.74298971151906
2021-06-29	72.45474412675287
2021-06-30	76.8540199620354
2021-07-01	77.1293442732306
2021-07-02	75.48976023976024
2021-07-03	74.13217029913497
2021-07-04	73.2742183241663
2021-07-05	74.21337656681024
2021-07-06	73.64099063962558
2021-07-07	73.09616111951588
2021-07-08	75.29338344469191
2021-07-09	81.19463087248322
2021-07-10	80.29307414489058
2021-07-11	80.32389723196066
2021-07-12	78.14826205819176
2021-07-13	77.29349463149201
2021-07-14	74.78606752258678
2021-07-15	73.90280468677922
2021-07-16	76.65833412389716
2021-07-17	78.0084936897164
2021-07-18	79.46551032684981
2021-07-19	72.42433277230103
2021-07-20	68.47144846796657
2021-07-21	73.6571346732229
2021-07-22	75.60323655402189
2021-07-23	76.69319253252876
2021-07-24	81.07094681563095
2021-07-25	84.46856030237086
2021-07-26	80.7287287849837
2021-07-27	82.12102633969118
2021-07-28	77.15588147854524
2021-07-29	76.00310677755472
2021-07-30	76.57617098681219
2021-07-31	72.435065240944
2021-08-01	72.38879159369527
2021-08-02	72.97922411334031
2021-08-03	73.01135122298741
2021-08-04	68.3588286117048
2021-08-05	69.35984186816218
2021-08-06	70.779270544783
2021-08-07	71.89122240172321
2021-08-08	76.54379921259843
2021-08-09	69.32211538461539
2021-08-10	79.00648010368165
2021-08-11	77.57913077146452
2021-08-12	77.55447570332481
2021-08-13	80.01944792973651
2021-08-14	84.04874030342555
2021-08-15	79.34405298013245
2021-08-16	82.04300131636683
2021-08-17	79.78772181762233
2021-08-18	79.98456591639871
2021-08-19	81.81840106732348
2021-08-20	79.14632062373171
2021-08-21	79.45165493875423
2021-08-22	76.38828620546565
2021-08-23	77.38083794796782
2021-08-24	80.69612776197769
2021-08-25	82.6182322504934
2021-08-26	79.752575118749
2021-08-27	78.27957981040225
2021-08-28	77.3347315855181
2021-08-29	80.91137972067389
2021-08-30	81.44783430130852
2021-08-31	80.64656820156385
2021-09-01	82.19796804103373
2021-09-02	77.82722316224854
2021-09-03	74.32897163938206
2021-09-04	76.11246130388578
2021-09-05	79.26462823405174
2021-09-06	81.97804588607595
2021-09-07	80.19057141428786
2021-09-08	81.40877461382816
2021-09-09	75.84713165107267
2021-09-10	79.73498490683876
2021-09-11	80.93895504774166
2021-09-12	82.63391787386995
2021-09-13	72.71019473081328
2021-09-14	75.79725931131412
2021-09-15	83.50153515505066
2021-09-16	72.55966662457381
2021-09-17	63.63547049441786
2021-09-18	68.48167539267016
2021-09-19	74.8125
2021-09-20	77.16743021521415
2021-09-21	82.09440248778321
2021-09-22	82.30976146168162
2021-09-23	83.16148014031911
2021-09-24	78.66975182242608
2021-09-25	75.37914533719119
2021-09-26	69.60657916597441
2021-09-27	69.24899677978696
2021-09-28	79.78860136869119
2021-09-29	80.36559927838539
2021-09-30	85.85549099019781
2021-10-01	79.81739326348992
2021-10-02	77.22251308900523
2021-10-03	76.22170385395538
2021-10-04	76.1588785046729
2021-10-05	83.33386156545362
2021-10-06	81.52708108939837
2021-10-07	78.14353312302839
2021-10-08	80.41913480524143
2021-10-09	82.15776799229393
2021-10-10	81.90544280442805
2021-10-11	83.71963438214097
2021-10-12	79.95585804033946
2021-10-13	78.38446948566329
2021-10-14	81.212848172597
2021-10-15	77.87514943604137
2021-10-16	83.6957816645909
2021-10-17	84.11644713836111
2021-10-18	79.38391886997465
2021-10-19	79.10917639764389
2021-10-20	80.79296266451786
2021-10-21	84.06932605977953
2021-10-22	82.24053224155578
2021-10-23	84.60700477598363
2021-10-24	79.82137818773738
2021-10-25	84.22281919710233
2021-10-26	83.34011435449895
2021-10-27	83.8391998575414
2021-10-28	79.11720113438045
2021-10-29	82.7029598308668
2021-10-30	81.52266651815549
2021-10-31	84.01279125630555
2021-11-01	82.68038600162772
2021-11-02	82.58439003060778
2021-11-03	83.66066019816212
2021-11-04	83.40446526462674
2021-11-05	80.51750227457741
2021-11-06	78.0750319868397
2021-11-07	77.0092482373409
2021-11-08	83.82462577047255
2021-11-09	84.2502300799225
2021-11-10	83.35296385542169
2021-11-11	79.90815563037785
2021-11-12	80.3828919615655
2021-11-13	82.52492375142965
2021-11-14	81.33530760412687
2021-11-15	83.44776702824196
2021-11-16	79.6616466451802
2021-11-17	79.5141039035046
2021-11-18	80.51067220397914
2021-11-19	82.96176101842029
2021-11-20	82.1255552843544
2021-11-21	82.56084097345557
2021-11-22	83.70066637482368
2021-11-23	87.71801235943673
2021-11-24	87.31693540104754
2021-11-25	87.80423226334084
2021-11-26	85.81869290231904
2021-11-27	80.11913968100532
2021-11-28	78.1008854781582
2021-11-29	83.6946675001202
2021-11-30	84.30947927945664
2021-12-01	79.27709204004276
2021-12-02	79.14401058297601
2021-12-03	81.9307047896558
2021-12-04	80.39133277295227
2021-12-06	79.99704491725768
2021-12-07	77.24463920277604
2021-12-08	77.67530240115545
2021-12-09	82.38228842990313
2021-12-10	83.01146616541354
2021-12-11	85.24310861785473
2021-12-12	85.64872262773723
2021-12-13	78.086579278817
2021-12-14	79.24211682037769
2021-12-15	81.3292328042328
2021-12-16	81.87122045079714
2021-12-17	83.00604560384633
2021-12-18	84.79517401861594
2021-12-19	80.59865470852019
2021-12-20	81.60243878834801
2021-12-21	85.11747867407111
2021-12-22	82.4393741851369
2022-01-01	79.19783094705798
2022-01-02	76.77679985098258
2022-01-03	77.48600522761926
2022-01-04	77.94278370676649
2022-01-05	86.05910735826296
2022-01-06	79.49409290530092
2022-01-07	76.75372661870503
2022-01-08	78.11863601823708
2022-01-09	74.80074550999662
2022-01-10	82.28462537895193
2022-01-11	82.64073965365424
2022-01-12	78.37002473577692
2022-01-13	82.10804773381929
2022-01-14	79.09644027833689
2022-01-15	77.86950761757562
2022-01-16	76.21427776541286
2022-01-17	79.86974930362118
2022-01-18	79.82714063886424
2022-01-19	74.73404886467829
2022-01-20	72.28459078278195
2022-01-21	73.82124807150078
2022-01-22	80.52106380601184
2022-01-23	78.58918464555899
2022-01-24	77.20195024655105
2022-01-25	83.08732905861658
2022-01-26	80.2119813304611
2022-01-27	78.32614568258562
2022-01-28	74.76319919643417
2022-01-29	73.88125668076405
2022-01-30	74.5560213765779
2022-01-31	73.691625017516
2022-02-01	73.56197729290287
2022-02-02	70.57805907172995
2022-02-03	72.23922559682296
2022-02-04	75.89362912400455
2022-02-05	82.01146345094536
2022-02-06	81.43243642814902
2022-02-07	82.50384209733313
2022-02-08	86.8884805759712
2022-02-09	82.13876530867283
2022-02-10	79.79400730816079
2022-02-11	77.75070198427555
2022-02-12	75.63796568971159
2022-02-13	79.26011560693641
2022-02-14	81.88253069838834
2022-02-15	78.79522200319158
2022-02-16	74.58421452357305
2022-02-17	70.28148033206611
2022-02-18	80.41296508769054
2022-02-19	74.98515242457748
2022-02-20	75.09081054036024
2022-02-21	70.42408021072309
2022-02-22	68.59371993352576
2022-02-23	2.0
2022-02-24	70.82687927107061
2022-02-25	71.36058700209644
2022-02-26	72.5119825708061
2022-02-27	76.21186440677967
2022-02-28	79.53672316384181
2022-03-01	78.48
2022-03-02	78.71701388888889
2022-03-03	79.09352517985612
2022-03-04	81.97101449275362
2022-03-06	80.43906810035843
2022-03-07	77.50462107208872
2022-03-08	75.69911504424779
2022-03-09	86.50847457627118
2022-03-18	80.6951219512195
2022-03-21	76.92933947772657
2022-03-22	77.0014409221902
2022-03-23	72.77777777777777
2022-03-24	75.70238095238095
2022-03-25	75.86165413533834
2022-03-26	80.67878787878787
2022-03-27	83.21554252199414
2022-03-28	79.48198198198199
2022-03-29	81.44573082489146
2022-03-30	81.90336134453781
2022-03-31	79.75033629270918
2022-04-01	78.76809686759674
2022-04-02	76.80167232819441
2022-04-03	78.3674062334918
2022-04-04	80.63622974963181
2022-04-05	79.50743988684583
2022-04-06	78.24848953210622
2022-04-07	82.33858886069832
2022-04-08	82.96560723813943
2022-04-09	81.46844231973138
2022-04-10	80.36903284053719
2022-04-11	80.42578915695607
2022-04-12	78.96163412510882
2022-04-13	76.34607322526551
2022-04-14	74.33702157272094
2022-04-15	76.00808918496364
2022-04-16	82.76052814454482
2022-04-17	82.6341560736476
2022-04-18	86.14375578168362
2022-04-19	86.3914355781928
2022-04-20	84.61961503208066
2022-04-21	83.636277639825
2022-04-22	81.9388272110871
2022-04-23	78.49207883971737
2022-04-24	82.04227581711518
2022-04-25	87.98343949044586
2022-04-26	79.88180999549752
2022-04-27	82.84325637910085
2022-04-28	86.03275514945021
2022-04-29	80.61158482799176
2022-04-30	79.33872565203038
2022-05-01	74.53687703048317
2022-05-02	75.15073604233092
2022-05-03	72.67927795560686
2022-05-04	73.69653159573745
2022-05-05	85.24981754488395
2022-05-06	83.34946786737618
2022-05-07	85.42932848216404
2022-05-08	77.59499389499389
2022-05-09	78.17607498032481
2022-05-11	84.04762199653207
2022-05-12	80.86277429467084
2022-05-13	89.60076361221779
2022-05-15	79.94261442441054
2022-05-16	81.5554503750091
2022-05-17	84.38116897884922
2022-05-18	86.4648826867045
2022-05-19	83.2337973704563
2022-05-20	82.04683352294273
2022-05-22	72.75010737294203
2022-05-23	83.55510504976041
2022-05-24	76.46785062473677
2022-05-25	78.63385948622718
2022-05-26	80.04968944099379
2022-05-27	87.73919195095111
2022-05-28	78.62532904358
2022-05-29	81.05301423810967
2022-05-30	84.74876698540514
2022-05-31	81.20661980082015
2022-06-01	79.63851888060613
2022-06-02	81.69019578426224
2022-06-03	85.84223013048636
2022-06-04	82.39628051142968
2022-06-05	80.8394371070996
2022-06-06	78.18500224517288
2022-06-07	82.74378210878251
2022-06-08	79.81106672584701
2022-06-09	82.47273130357671
2022-06-10	78.33843903940887
2022-06-11	84.92732450167141
2022-06-12	83.46228910704838
2022-06-13	83.2276516905975
2022-06-14	79.37025842526825
2022-06-15	79.6078677309008
2022-06-16	80.7022271102557
2022-06-17	90.45862526036736
2022-06-18	82.42499450911487
2022-06-19	80.90404564315352
2022-06-20	81.46253811528968
2022-06-21	80.70887818306952
2022-06-22	77.63800297008699
2022-06-23	82.07237022044745
2022-06-24	79.87682761571928
2022-06-25	82.70704225352112
2022-06-26	81.77828851604995
2022-06-27	79.28767443218311
2022-06-28	78.49184470480128
2022-06-29	80.20377105666157
2022-06-30	80.56193563324844
2022-07-01	83.75515720586144
2022-07-02	79.92366582429017
2022-07-04	81.07640657559621
2022-07-05	87.60016286644951
2022-07-06	77.15022009249456
2022-07-07	72.49051268695588
2022-07-08	80.00931088314006
2022-07-09	75.91530629657017
2022-07-10	80.76133651551312
2022-07-11	82.90817790530846
2022-07-12	79.50088950385452
2022-07-13	78.46518752320831
2022-07-14	77.07931129224288
2022-07-15	78.02214022140221
2022-07-16	77.8646804639527
2022-07-17	81.57697829575204
2022-07-18	77.79859760768369
2022-07-19	74.51229855810008
2022-07-20	77.24218575989309
2022-07-21	78.52408662345316
2022-07-22	77.92917452250184
2022-07-23	82.1240651814532
2022-07-24	79.7043878044846
2022-07-25	84.68546987354327
2022-07-26	82.2372763726095
2022-07-27	84.43503528435035
2022-07-28	80.75086283008267
2022-07-29	88.33495482974288
2022-07-30	74.23764342453663
2022-07-31	79.10636960868324
2022-08-01	87.5998023715415
2022-08-02	83.09450038729666
2022-08-03	77.82273490545374
2022-08-04	80.97955203593169
2022-08-05	82.15972289040701
2022-08-06	89.95952857460529
2022-08-07	76.30497618656594
2022-08-08	73.35989386508
2022-08-09	79.60585408475316
2022-08-10	75.9270796460177
2022-08-11	73.35668575277872
2022-08-12	84.7480390281232
2022-08-13	80.94242692648362
2022-08-14	81.3423243208363
2022-08-15	82.41232850967863
2022-08-16	74.8015533134935
2022-08-17	73.80567236288807
2022-08-18	71.88940092165899
2022-08-19	70.02412264767855
2022-08-20	85.28949465965248
